id	effectiveTime	active	moduleId	refsetId	referencedComponentId	attributeDescription	attributeType	attributeOrder
843e2e07-6ccf-4b74-9538-c0fea5d4d869	20180131	1	715152001	900000000000456007	450993002	900000000000500006	900000000000461009	0
ba626ea3-5408-49d2-9154-5a39f452752b	20180131	1	715152001	900000000000456007	450993002	900000000000503008	900000000000465000	3
de69f363-7881-415e-86d9-98907251a9cf	20180131	1	715152001	900000000000456007	450993002	900000000000501005	900000000000478000	1
eab8f7b2-9a16-4dfe-993f-cbf1e4d7604b	20180131	1	715152001	900000000000456007	450993002	900000000000504002	900000000000465000	4
0fb82d78-791f-4165-8e44-d75a916eef05	20180131	1	715152001	900000000000456007	450970008	449608002	900000000000461009	0
142f2dc5-b575-471a-8190-412e162ccfcc	20180131	1	715152001	900000000000456007	450993002	450995009	900000000000461009	7
1b79c995-252d-43e2-b50a-83368c7a83f4	20180131	1	715152001	900000000000456007	450993002	447247004	900000000000461009	6
211fe2df-94ca-4f4f-ae2a-4c523b7d3729	20180131	1	715152001	900000000000456007	450993002	900000000000505001	900000000000465000	5
74ba5c16-59af-40de-9c23-ea225fc2deb6	20180131	1	715152001	900000000000456007	450993002	900000000000502003	900000000000478000	2
